member_id,dcpp_init_year,year,lat,height,tas
r13i1p1f2,,1850,-89.375,1.5,
r13i1p1f2,,1850,-88.125,1.5,-0.34128568
r13i1p1f2,,1850,-86.875,1.5,-0.11477942
r13i1p1f2,,1850,-85.625,1.5,0.077651195
r13i1p1f2,,1850,-84.375,1.5,0.3036538
r13i1p1f2,,1850,-83.125,1.5,0.47228977
r13i1p1f2,,1850,-81.875,1.5,0.57546294
r13i1p1f2,,1850,-80.625,1.5,0.5251251
r13i1p1f2,,1850,-79.375,1.5,0.45047203
r13i1p1f2,,1850,-78.125,1.5,0.38285044
r13i1p1f2,,1850,-76.875,1.5,0.35240316
r13i1p1f2,,1850,-75.625,1.5,0.3950162
r13i1p1f2,,1850,-74.375,1.5,0.49685478
r13i1p1f2,,1850,-73.125,1.5,0.5652265
r13i1p1f2,,1850,-71.875,1.5,0.5629237
r13i1p1f2,,1850,-70.625,1.5,0.435636
r13i1p1f2,,1850,-69.375,1.5,0.3031253
r13i1p1f2,,1850,-68.125,1.5,0.106587745
r13i1p1f2,,1850,-66.875,1.5,-0.06983479
r13i1p1f2,,1850,-65.625,1.5,-0.22524506
r13i1p1f2,,1850,-64.375,1.5,-0.2617537
r13i1p1f2,,1850,-63.125,1.5,-0.23061262
r13i1p1f2,,1850,-61.875,1.5,-0.17887874
r13i1p1f2,,1850,-60.625,1.5,-0.16014038
r13i1p1f2,,1850,-59.375,1.5,-0.15327454
r13i1p1f2,,1850,-58.125,1.5,-0.14524855
r13i1p1f2,,1850,-56.875,1.5,-0.13640317
r13i1p1f2,,1850,-55.625,1.5,-0.11901928
r13i1p1f2,,1850,-54.375,1.5,-0.10585675
r13i1p1f2,,1850,-53.125,1.5,-0.09273085
r13i1p1f2,,1850,-51.875,1.5,-0.074715935
r13i1p1f2,,1850,-50.625,1.5,-0.054451857
r13i1p1f2,,1850,-49.375,1.5,-0.039862737
r13i1p1f2,,1850,-48.125,1.5,-0.03371578
r13i1p1f2,,1850,-46.875,1.5,-0.035188016
r13i1p1f2,,1850,-45.625,1.5,-0.040130336
r13i1p1f2,,1850,-44.375,1.5,-0.04761882
r13i1p1f2,,1850,-43.125,1.5,-0.05785482
r13i1p1f2,,1850,-41.875,1.5,-0.073393114
r13i1p1f2,,1850,-40.625,1.5,-0.08586144
r13i1p1f2,,1850,-39.375,1.5,-0.09258399
r13i1p1f2,,1850,-38.125,1.5,-0.09204028
r13i1p1f2,,1850,-36.875,1.5,-0.0915069
r13i1p1f2,,1850,-35.625,1.5,-0.09340942
r13i1p1f2,,1850,-34.375,1.5,-0.10276192
r13i1p1f2,,1850,-33.125,1.5,-0.113330595
r13i1p1f2,,1850,-31.875,1.5,-0.122452535
r13i1p1f2,,1850,-30.625,1.5,-0.1216619
r13i1p1f2,,1850,-29.375,1.5,-0.11335618
r13i1p1f2,,1850,-28.125,1.5,-0.09659639
r13i1p1f2,,1850,-26.875,1.5,-0.07584644
r13i1p1f2,,1850,-25.625,1.5,-0.05980966
r13i1p1f2,,1850,-24.375,1.5,-0.050753426
r13i1p1f2,,1850,-23.125,1.5,-0.050829466
r13i1p1f2,,1850,-21.875,1.5,-0.052911147
r13i1p1f2,,1850,-20.625,1.5,-0.051461726
r13i1p1f2,,1850,-19.375,1.5,-0.041692626
r13i1p1f2,,1850,-18.125,1.5,-0.029836027
r13i1p1f2,,1850,-16.875,1.5,-0.023463272
r13i1p1f2,,1850,-15.625,1.5,-0.028349012
r13i1p1f2,,1850,-14.375,1.5,-0.04149762
r13i1p1f2,,1850,-13.125,1.5,-0.057515513
r13i1p1f2,,1850,-11.875,1.5,-0.07239873
r13i1p1f2,,1850,-10.625,1.5,-0.089442454
r13i1p1f2,,1850,-9.375,1.5,-0.110376276
r13i1p1f2,,1850,-8.125,1.5,-0.13872786
r13i1p1f2,,1850,-6.875,1.5,-0.173536
r13i1p1f2,,1850,-5.625,1.5,-0.22021644
r13i1p1f2,,1850,-4.375,1.5,-0.27630034
r13i1p1f2,,1850,-3.125,1.5,-0.33247712
r13i1p1f2,,1850,-1.875,1.5,-0.3817514
r13i1p1f2,,1850,-0.625,1.5,-0.41339985
r13i1p1f2,,1850,0.625,1.5,-0.4120783
r13i1p1f2,,1850,1.875,1.5,-0.37707588
r13i1p1f2,,1850,3.125,1.5,-0.31970254
r13i1p1f2,,1850,4.375,1.5,-0.25855148
r13i1p1f2,,1850,5.625,1.5,-0.19206913
r13i1p1f2,,1850,6.875,1.5,-0.120221846
r13i1p1f2,,1850,8.125,1.5,-0.05333257
r13i1p1f2,,1850,9.375,1.5,-0.003368713
r13i1p1f2,,1850,10.625,1.5,0.033289455
r13i1p1f2,,1850,11.875,1.5,0.06377134
r13i1p1f2,,1850,13.125,1.5,0.08514575
r13i1p1f2,,1850,14.375,1.5,0.09207728
r13i1p1f2,,1850,15.625,1.5,0.08212217
r13i1p1f2,,1850,16.875,1.5,0.06747107
r13i1p1f2,,1850,18.125,1.5,0.053822484
r13i1p1f2,,1850,19.375,1.5,0.044886988
r13i1p1f2,,1850,20.625,1.5,0.036517926
r13i1p1f2,,1850,21.875,1.5,0.03283967
r13i1p1f2,,1850,23.125,1.5,0.034544393
r13i1p1f2,,1850,24.375,1.5,0.04223166
r13i1p1f2,,1850,25.625,1.5,0.05561252
r13i1p1f2,,1850,26.875,1.5,0.07106972
r13i1p1f2,,1850,28.125,1.5,0.09092805
r13i1p1f2,,1850,29.375,1.5,0.1067833
r13i1p1f2,,1850,30.625,1.5,0.110597126
r13i1p1f2,,1850,31.875,1.5,0.09717923
r13i1p1f2,,1850,33.125,1.5,0.07919687
r13i1p1f2,,1850,34.375,1.5,0.06446984
r13i1p1f2,,1850,35.625,1.5,0.054375965
r13i1p1f2,,1850,36.875,1.5,0.04441917
r13i1p1f2,,1850,38.125,1.5,0.023163835
r13i1p1f2,,1850,39.375,1.5,-0.0034016098
r13i1p1f2,,1850,40.625,1.5,-0.032439217
r13i1p1f2,,1850,41.875,1.5,-0.043625906
r13i1p1f2,,1850,43.125,1.5,-0.04489197
r13i1p1f2,,1850,44.375,1.5,-0.039173078
r13i1p1f2,,1850,45.625,1.5,-0.03730847
r13i1p1f2,,1850,46.875,1.5,-0.036747396
r13i1p1f2,,1850,48.125,1.5,-0.058677036
r13i1p1f2,,1850,49.375,1.5,-0.0792998
r13i1p1f2,,1850,50.625,1.5,-0.0896163
r13i1p1f2,,1850,51.875,1.5,-0.07490347
r13i1p1f2,,1850,53.125,1.5,-0.06311556
r13i1p1f2,,1850,54.375,1.5,-0.0814541
r13i1p1f2,,1850,55.625,1.5,-0.12718749
r13i1p1f2,,1850,56.875,1.5,-0.20334701
r13i1p1f2,,1850,58.125,1.5,-0.28398317
r13i1p1f2,,1850,59.375,1.5,-0.31885973
r13i1p1f2,,1850,60.625,1.5,-0.31288263
r13i1p1f2,,1850,61.875,1.5,-0.30837795
r13i1p1f2,,1850,63.125,1.5,-0.36356518
r13i1p1f2,,1850,64.375,1.5,-0.43395808
r13i1p1f2,,1850,65.625,1.5,-0.49984208
r13i1p1f2,,1850,66.875,1.5,-0.5727513
r13i1p1f2,,1850,68.125,1.5,-0.66977245
r13i1p1f2,,1850,69.375,1.5,-0.7356777
r13i1p1f2,,1850,70.625,1.5,-0.7621706
r13i1p1f2,,1850,71.875,1.5,-0.7440724
r13i1p1f2,,1850,73.125,1.5,-0.7170575
r13i1p1f2,,1850,74.375,1.5,-0.6466395
r13i1p1f2,,1850,75.625,1.5,-0.566796
r13i1p1f2,,1850,76.875,1.5,-0.50052184
r13i1p1f2,,1850,78.125,1.5,-0.46101674
r13i1p1f2,,1850,79.375,1.5,-0.4456805
r13i1p1f2,,1850,80.625,1.5,-0.41891918
r13i1p1f2,,1850,81.875,1.5,-0.38758114
r13i1p1f2,,1850,83.125,1.5,-0.33433595
r13i1p1f2,,1850,84.375,1.5,-0.26941445
r13i1p1f2,,1850,85.625,1.5,-0.22372623
r13i1p1f2,,1850,86.875,1.5,-0.20105094
r13i1p1f2,,1850,88.125,1.5,-0.19614196
r13i1p1f2,,1850,89.375,1.5,
r13i1p1f2,,1851,-89.375,1.5,
r13i1p1f2,,1851,-88.125,1.5,-0.13283925
r13i1p1f2,,1851,-86.875,1.5,-0.27015343
r13i1p1f2,,1851,-85.625,1.5,-0.42031917
r13i1p1f2,,1851,-84.375,1.5,-0.53053117
r13i1p1f2,,1851,-83.125,1.5,-0.63222504
r13i1p1f2,,1851,-81.875,1.5,-0.7314541
r13i1p1f2,,1851,-80.625,1.5,-0.85669917
r13i1p1f2,,1851,-79.375,1.5,-0.95126224
r13i1p1f2,,1851,-78.125,1.5,-0.99716944
r13i1p1f2,,1851,-76.875,1.5,-0.9674372
r13i1p1f2,,1851,-75.625,1.5,-0.8725083
r13i1p1f2,,1851,-74.375,1.5,-0.7746194
r13i1p1f2,,1851,-73.125,1.5,-0.69174886
r13i1p1f2,,1851,-71.875,1.5,-0.64121485
r13i1p1f2,,1851,-70.625,1.5,-0.59890014
r13i1p1f2,,1851,-69.375,1.5,-0.57113606
r13i1p1f2,,1851,-68.125,1.5,-0.57652396
r13i1p1f2,,1851,-66.875,1.5,-0.57497424
r13i1p1f2,,1851,-65.625,1.5,-0.4686259
r13i1p1f2,,1851,-64.375,1.5,-0.26908574
r13i1p1f2,,1851,-63.125,1.5,-0.07392356
r13i1p1f2,,1851,-61.875,1.5,0.023903703
r13i1p1f2,,1851,-60.625,1.5,0.042632934
r13i1p1f2,,1851,-59.375,1.5,0.039412227
r13i1p1f2,,1851,-58.125,1.5,0.021044279
r13i1p1f2,,1851,-56.875,1.5,0.005784325
r13i1p1f2,,1851,-55.625,1.5,-0.0006248176
r13i1p1f2,,1851,-54.375,1.5,-0.0009939324
r13i1p1f2,,1851,-53.125,1.5,0.0059623327
r13i1p1f2,,1851,-51.875,1.5,0.018649386
r13i1p1f2,,1851,-50.625,1.5,0.04093953
r13i1p1f2,,1851,-49.375,1.5,0.06821262
r13i1p1f2,,1851,-48.125,1.5,0.09363323
r13i1p1f2,,1851,-46.875,1.5,0.116245605
r13i1p1f2,,1851,-45.625,1.5,0.14064074
r13i1p1f2,,1851,-44.375,1.5,0.1688041
r13i1p1f2,,1851,-43.125,1.5,0.19536269
r13i1p1f2,,1851,-41.875,1.5,0.2106779
r13i1p1f2,,1851,-40.625,1.5,0.20880854
r13i1p1f2,,1851,-39.375,1.5,0.19660676
r13i1p1f2,,1851,-38.125,1.5,0.17501074
r13i1p1f2,,1851,-36.875,1.5,0.14891875
r13i1p1f2,,1851,-35.625,1.5,0.11405784
r13i1p1f2,,1851,-34.375,1.5,0.068975054
r13i1p1f2,,1851,-33.125,1.5,0.016767133
r13i1p1f2,,1851,-31.875,1.5,-0.034480404
r13i1p1f2,,1851,-30.625,1.5,-0.08039659
r13i1p1f2,,1851,-29.375,1.5,-0.12037102
r13i1p1f2,,1851,-28.125,1.5,-0.15635675
r13i1p1f2,,1851,-26.875,1.5,-0.18262808
r13i1p1f2,,1851,-25.625,1.5,-0.20240621
r13i1p1f2,,1851,-24.375,1.5,-0.22120424
r13i1p1f2,,1851,-23.125,1.5,-0.23913169
r13i1p1f2,,1851,-21.875,1.5,-0.25512752
r13i1p1f2,,1851,-20.625,1.5,-0.26200354
r13i1p1f2,,1851,-19.375,1.5,-0.2611135
r13i1p1f2,,1851,-18.125,1.5,-0.25344262
r13i1p1f2,,1851,-16.875,1.5,-0.24890427
r13i1p1f2,,1851,-15.625,1.5,-0.24803764
r13i1p1f2,,1851,-14.375,1.5,-0.24845941
r13i1p1f2,,1851,-13.125,1.5,-0.25009307
r13i1p1f2,,1851,-11.875,1.5,-0.24533348
r13i1p1f2,,1851,-10.625,1.5,-0.23528643
r13i1p1f2,,1851,-9.375,1.5,-0.22265096
r13i1p1f2,,1851,-8.125,1.5,-0.2173605
r13i1p1f2,,1851,-6.875,1.5,-0.21612461
r13i1p1f2,,1851,-5.625,1.5,-0.21393223
r13i1p1f2,,1851,-4.375,1.5,-0.20937324
r13i1p1f2,,1851,-3.125,1.5,-0.20192094
r13i1p1f2,,1851,-1.875,1.5,-0.19022436
r13i1p1f2,,1851,-0.625,1.5,-0.18004465
r13i1p1f2,,1851,0.625,1.5,-0.17956658
r13i1p1f2,,1851,1.875,1.5,-0.18622439
r13i1p1f2,,1851,3.125,1.5,-0.19015217
r13i1p1f2,,1851,4.375,1.5,-0.18080775
r13i1p1f2,,1851,5.625,1.5,-0.15909599
r13i1p1f2,,1851,6.875,1.5,-0.13382757
r13i1p1f2,,1851,8.125,1.5,-0.11281973
r13i1p1f2,,1851,9.375,1.5,-0.09252296
r13i1p1f2,,1851,10.625,1.5,-0.06804769
r13i1p1f2,,1851,11.875,1.5,-0.043038946
r13i1p1f2,,1851,13.125,1.5,-0.023916267
r13i1p1f2,,1851,14.375,1.5,-0.014211328
r13i1p1f2,,1851,15.625,1.5,-0.0057802605
r13i1p1f2,,1851,16.875,1.5,0.0057608816
r13i1p1f2,,1851,18.125,1.5,0.019338882
r13i1p1f2,,1851,19.375,1.5,0.03305132
r13i1p1f2,,1851,20.625,1.5,0.041708708
r13i1p1f2,,1851,21.875,1.5,0.046925873
r13i1p1f2,,1851,23.125,1.5,0.045960307
r13i1p1f2,,1851,24.375,1.5,0.037247155
r13i1p1f2,,1851,25.625,1.5,0.027502643
r13i1p1f2,,1851,26.875,1.5,0.026039517
r13i1p1f2,,1851,28.125,1.5,0.036428403
r13i1p1f2,,1851,29.375,1.5,0.06438756
r13i1p1f2,,1851,30.625,1.5,0.09454646
r13i1p1f2,,1851,31.875,1.5,0.11858199
r13i1p1f2,,1851,33.125,1.5,0.14251417
r13i1p1f2,,1851,34.375,1.5,0.1603396
r13i1p1f2,,1851,35.625,1.5,0.18708603
r13i1p1f2,,1851,36.875,1.5,0.19330275
r13i1p1f2,,1851,38.125,1.5,0.19295192
r13i1p1f2,,1851,39.375,1.5,0.17508586
r13i1p1f2,,1851,40.625,1.5,0.15723903
r13i1p1f2,,1851,41.875,1.5,0.12778437
r13i1p1f2,,1851,43.125,1.5,0.109467685
r13i1p1f2,,1851,44.375,1.5,0.10448351
r13i1p1f2,,1851,45.625,1.5,0.13708736
r13i1p1f2,,1851,46.875,1.5,0.17609052
r13i1p1f2,,1851,48.125,1.5,0.21413563
r13i1p1f2,,1851,49.375,1.5,0.23701991
r13i1p1f2,,1851,50.625,1.5,0.25820735
r13i1p1f2,,1851,51.875,1.5,0.27565256
r13i1p1f2,,1851,53.125,1.5,0.30093697
r13i1p1f2,,1851,54.375,1.5,0.3242142
r13i1p1f2,,1851,55.625,1.5,0.3265173
r13i1p1f2,,1851,56.875,1.5,0.29338005
r13i1p1f2,,1851,58.125,1.5,0.2600008
r13i1p1f2,,1851,59.375,1.5,0.24074788
r13i1p1f2,,1851,60.625,1.5,0.24138577
r13i1p1f2,,1851,61.875,1.5,0.22047758
r13i1p1f2,,1851,63.125,1.5,0.17968474
r13i1p1f2,,1851,64.375,1.5,0.13564704
r13i1p1f2,,1851,65.625,1.5,0.072136976
r13i1p1f2,,1851,66.875,1.5,0.002399996
r13i1p1f2,,1851,68.125,1.5,-0.07503417
r13i1p1f2,,1851,69.375,1.5,-0.09992639
r13i1p1f2,,1851,70.625,1.5,-0.08147366
r13i1p1f2,,1851,71.875,1.5,-0.050744038
r13i1p1f2,,1851,73.125,1.5,-0.05507335
r13i1p1f2,,1851,74.375,1.5,-0.11260789
r13i1p1f2,,1851,75.625,1.5,-0.28744784
r13i1p1f2,,1851,76.875,1.5,-0.51667476
r13i1p1f2,,1851,78.125,1.5,-0.73402745
r13i1p1f2,,1851,79.375,1.5,-0.81578726
r13i1p1f2,,1851,80.625,1.5,-0.80991524
r13i1p1f2,,1851,81.875,1.5,-0.78528076
r13i1p1f2,,1851,83.125,1.5,-0.7760442
r13i1p1f2,,1851,84.375,1.5,-0.7964983
r13i1p1f2,,1851,85.625,1.5,-0.80837893
r13i1p1f2,,1851,86.875,1.5,-0.8015097
r13i1p1f2,,1851,88.125,1.5,-0.76506495
r13i1p1f2,,1851,89.375,1.5,
r13i1p1f2,,1852,-89.375,1.5,
r13i1p1f2,,1852,-88.125,1.5,-0.16959016
r13i1p1f2,,1852,-86.875,1.5,-0.22519456
r13i1p1f2,,1852,-85.625,1.5,-0.21841048
r13i1p1f2,,1852,-84.375,1.5,-0.15751278
r13i1p1f2,,1852,-83.125,1.5,-0.16402113
r13i1p1f2,,1852,-81.875,1.5,-0.21007006
r13i1p1f2,,1852,-80.625,1.5,-0.26347348
r13i1p1f2,,1852,-79.375,1.5,-0.24260499
r13i1p1f2,,1852,-78.125,1.5,-0.12026494
r13i1p1f2,,1852,-76.875,1.5,0.084987044
r13i1p1f2,,1852,-75.625,1.5,0.26534513
r13i1p1f2,,1852,-74.375,1.5,0.35823128
r13i1p1f2,,1852,-73.125,1.5,0.35357085
r13i1p1f2,,1852,-71.875,1.5,0.2757206
r13i1p1f2,,1852,-70.625,1.5,0.083210215
r13i1p1f2,,1852,-69.375,1.5,-0.12158982
r13i1p1f2,,1852,-68.125,1.5,-0.2215244
r13i1p1f2,,1852,-66.875,1.5,-0.13041948
r13i1p1f2,,1852,-65.625,1.5,0.09958878
r13i1p1f2,,1852,-64.375,1.5,0.26862106
r13i1p1f2,,1852,-63.125,1.5,0.31310683
r13i1p1f2,,1852,-61.875,1.5,0.21124858
r13i1p1f2,,1852,-60.625,1.5,0.07831209
r13i1p1f2,,1852,-59.375,1.5,-0.016720109
r13i1p1f2,,1852,-58.125,1.5,-0.0727958
r13i1p1f2,,1852,-56.875,1.5,-0.087896764
r13i1p1f2,,1852,-55.625,1.5,-0.080158584
r13i1p1f2,,1852,-54.375,1.5,-0.062475055
r13i1p1f2,,1852,-53.125,1.5,-0.03685387
r13i1p1f2,,1852,-51.875,1.5,-0.0070056138
r13i1p1f2,,1852,-50.625,1.5,0.032714296
r13i1p1f2,,1852,-49.375,1.5,0.08102579
r13i1p1f2,,1852,-48.125,1.5,0.13172412
r13i1p1f2,,1852,-46.875,1.5,0.17916311
r13i1p1f2,,1852,-45.625,1.5,0.22124846
r13i1p1f2,,1852,-44.375,1.5,0.25630248
r13i1p1f2,,1852,-43.125,1.5,0.2793356
r13i1p1f2,,1852,-41.875,1.5,0.28801045
r13i1p1f2,,1852,-40.625,1.5,0.27540115
r13i1p1f2,,1852,-39.375,1.5,0.2446133
r13i1p1f2,,1852,-38.125,1.5,0.19582583
r13i1p1f2,,1852,-36.875,1.5,0.14392957
r13i1p1f2,,1852,-35.625,1.5,0.09069288
r13i1p1f2,,1852,-34.375,1.5,0.04401322
r13i1p1f2,,1852,-33.125,1.5,0.0024451104
r13i1p1f2,,1852,-31.875,1.5,-0.026711183
r13i1p1f2,,1852,-30.625,1.5,-0.04053137
r13i1p1f2,,1852,-29.375,1.5,-0.043202516
r13i1p1f2,,1852,-28.125,1.5,-0.044506043
r13i1p1f2,,1852,-26.875,1.5,-0.05203843
r13i1p1f2,,1852,-25.625,1.5,-0.06632386
r13i1p1f2,,1852,-24.375,1.5,-0.0822436
r13i1p1f2,,1852,-23.125,1.5,-0.094450414
r13i1p1f2,,1852,-21.875,1.5,-0.10407863
r13i1p1f2,,1852,-20.625,1.5,-0.107015215
r13i1p1f2,,1852,-19.375,1.5,-0.101625025
r13i1p1f2,,1852,-18.125,1.5,-0.078383155
r13i1p1f2,,1852,-16.875,1.5,-0.0365895
r13i1p1f2,,1852,-15.625,1.5,0.019214058
r13i1p1f2,,1852,-14.375,1.5,0.07751074
r13i1p1f2,,1852,-13.125,1.5,0.12870778
r13i1p1f2,,1852,-11.875,1.5,0.17274196
r13i1p1f2,,1852,-10.625,1.5,0.2139889
r13i1p1f2,,1852,-9.375,1.5,0.2516586
r13i1p1f2,,1852,-8.125,1.5,0.2772988
r13i1p1f2,,1852,-6.875,1.5,0.29558513
r13i1p1f2,,1852,-5.625,1.5,0.31036106
r13i1p1f2,,1852,-4.375,1.5,0.32614407
r13i1p1f2,,1852,-3.125,1.5,0.33305943
r13i1p1f2,,1852,-1.875,1.5,0.3366038
r13i1p1f2,,1852,-0.625,1.5,0.33987734
r13i1p1f2,,1852,0.625,1.5,0.34905267
r13i1p1f2,,1852,1.875,1.5,0.3534828
r13i1p1f2,,1852,3.125,1.5,0.3449792
r13i1p1f2,,1852,4.375,1.5,0.3174472
r13i1p1f2,,1852,5.625,1.5,0.2820805
r13i1p1f2,,1852,6.875,1.5,0.25092062
r13i1p1f2,,1852,8.125,1.5,0.22463124
r13i1p1f2,,1852,9.375,1.5,0.20072664
r13i1p1f2,,1852,10.625,1.5,0.1802849
r13i1p1f2,,1852,11.875,1.5,0.16810758
r13i1p1f2,,1852,13.125,1.5,0.16760463
r13i1p1f2,,1852,14.375,1.5,0.17530556
r13i1p1f2,,1852,15.625,1.5,0.19173603
r13i1p1f2,,1852,16.875,1.5,0.20656437
r13i1p1f2,,1852,18.125,1.5,0.21738453
r13i1p1f2,,1852,19.375,1.5,0.22146593
r13i1p1f2,,1852,20.625,1.5,0.21763478
r13i1p1f2,,1852,21.875,1.5,0.2032337
r13i1p1f2,,1852,23.125,1.5,0.17657553
r13i1p1f2,,1852,24.375,1.5,0.14233437
r13i1p1f2,,1852,25.625,1.5,0.106890924
r13i1p1f2,,1852,26.875,1.5,0.073611066
r13i1p1f2,,1852,28.125,1.5,0.048320323
r13i1p1f2,,1852,29.375,1.5,0.021708278
r13i1p1f2,,1852,30.625,1.5,0.0012253411
r13i1p1f2,,1852,31.875,1.5,-0.012064983
r13i1p1f2,,1852,33.125,1.5,-0.0045654834
r13i1p1f2,,1852,34.375,1.5,0.014133924
r13i1p1f2,,1852,35.625,1.5,0.03791364
r13i1p1f2,,1852,36.875,1.5,0.050825577
r13i1p1f2,,1852,38.125,1.5,0.0500022
r13i1p1f2,,1852,39.375,1.5,0.03021638
r13i1p1f2,,1852,40.625,1.5,-0.0013401248
r13i1p1f2,,1852,41.875,1.5,-0.03613237
r13i1p1f2,,1852,43.125,1.5,-0.06081277
r13i1p1f2,,1852,44.375,1.5,-0.077278666
r13i1p1f2,,1852,45.625,1.5,-0.08281361
r13i1p1f2,,1852,46.875,1.5,-0.08886346
r13i1p1f2,,1852,48.125,1.5,-0.081340075
r13i1p1f2,,1852,49.375,1.5,-0.07647392
r13i1p1f2,,1852,50.625,1.5,-0.08124367
r13i1p1f2,,1852,51.875,1.5,-0.094731934
r13i1p1f2,,1852,53.125,1.5,-0.10470379
r13i1p1f2,,1852,54.375,1.5,-0.097355485
r13i1p1f2,,1852,55.625,1.5,-0.0909583
r13i1p1f2,,1852,56.875,1.5,-0.0895226
r13i1p1f2,,1852,58.125,1.5,-0.09631681
r13i1p1f2,,1852,59.375,1.5,-0.097925216
r13i1p1f2,,1852,60.625,1.5,-0.10903195
r13i1p1f2,,1852,61.875,1.5,-0.12946078
r13i1p1f2,,1852,63.125,1.5,-0.1622081
r13i1p1f2,,1852,64.375,1.5,-0.19403732
r13i1p1f2,,1852,65.625,1.5,-0.22832851
r13i1p1f2,,1852,66.875,1.5,-0.2709508
r13i1p1f2,,1852,68.125,1.5,-0.3139617
r13i1p1f2,,1852,69.375,1.5,-0.35888457
r13i1p1f2,,1852,70.625,1.5,-0.3745543
r13i1p1f2,,1852,71.875,1.5,-0.3824291
r13i1p1f2,,1852,73.125,1.5,-0.41169906
r13i1p1f2,,1852,74.375,1.5,-0.5290844
r13i1p1f2,,1852,75.625,1.5,-0.7670646
r13i1p1f2,,1852,76.875,1.5,-1.0287408
r13i1p1f2,,1852,78.125,1.5,-1.2530007
r13i1p1f2,,1852,79.375,1.5,-1.3506433
r13i1p1f2,,1852,80.625,1.5,-1.3482906
r13i1p1f2,,1852,81.875,1.5,-1.30691
r13i1p1f2,,1852,83.125,1.5,-1.266034
r13i1p1f2,,1852,84.375,1.5,-1.2737013
r13i1p1f2,,1852,85.625,1.5,-1.3327537
r13i1p1f2,,1852,86.875,1.5,-1.4260831
r13i1p1f2,,1852,88.125,1.5,-1.4876314
r13i1p1f2,,1852,89.375,1.5,
r13i1p1f2,,1853,-89.375,1.5,
r13i1p1f2,,1853,-88.125,1.5,0.8521655
r13i1p1f2,,1853,-86.875,1.5,0.56322724
r13i1p1f2,,1853,-85.625,1.5,0.30708063
r13i1p1f2,,1853,-84.375,1.5,0.10366442
r13i1p1f2,,1853,-83.125,1.5,0.0020105978
r13i1p1f2,,1853,-81.875,1.5,0.044479337
r13i1p1f2,,1853,-80.625,1.5,0.2050701
r13i1p1f2,,1853,-79.375,1.5,0.39874664
r13i1p1f2,,1853,-78.125,1.5,0.5399675
r13i1p1f2,,1853,-76.875,1.5,0.63283634
r13i1p1f2,,1853,-75.625,1.5,0.60338026
r13i1p1f2,,1853,-74.375,1.5,0.52093345
r13i1p1f2,,1853,-73.125,1.5,0.4275638
r13i1p1f2,,1853,-71.875,1.5,0.37527862
r13i1p1f2,,1853,-70.625,1.5,0.37455806
r13i1p1f2,,1853,-69.375,1.5,0.4539663
r13i1p1f2,,1853,-68.125,1.5,0.65737873
r13i1p1f2,,1853,-66.875,1.5,0.9459322
r13i1p1f2,,1853,-65.625,1.5,1.1085696
r13i1p1f2,,1853,-64.375,1.5,1.0575005
r13i1p1f2,,1853,-63.125,1.5,0.86035544
r13i1p1f2,,1853,-61.875,1.5,0.6657145
r13i1p1f2,,1853,-60.625,1.5,0.5054715
r13i1p1f2,,1853,-59.375,1.5,0.3508065
r13i1p1f2,,1853,-58.125,1.5,0.22731549
r13i1p1f2,,1853,-56.875,1.5,0.14994678
r13i1p1f2,,1853,-55.625,1.5,0.096810184
r13i1p1f2,,1853,-54.375,1.5,0.054574728
r13i1p1f2,,1853,-53.125,1.5,0.019626295
r13i1p1f2,,1853,-51.875,1.5,-0.0026687651
r13i1p1f2,,1853,-50.625,1.5,-0.01532771
r13i1p1f2,,1853,-49.375,1.5,-0.02178611
r13i1p1f2,,1853,-48.125,1.5,-0.033164587
r13i1p1f2,,1853,-46.875,1.5,-0.050875504
r13i1p1f2,,1853,-45.625,1.5,-0.069167174
r13i1p1f2,,1853,-44.375,1.5,-0.08258376
r13i1p1f2,,1853,-43.125,1.5,-0.08680445
r13i1p1f2,,1853,-41.875,1.5,-0.086858355
r13i1p1f2,,1853,-40.625,1.5,-0.08494106
r13i1p1f2,,1853,-39.375,1.5,-0.08341745
r13i1p1f2,,1853,-38.125,1.5,-0.081417166
r13i1p1f2,,1853,-36.875,1.5,-0.07564836
r13i1p1f2,,1853,-35.625,1.5,-0.068159185
r13i1p1f2,,1853,-34.375,1.5,-0.0585364
r13i1p1f2,,1853,-33.125,1.5,-0.055936348
r13i1p1f2,,1853,-31.875,1.5,-0.05934268
r13i1p1f2,,1853,-30.625,1.5,-0.066551715
r13i1p1f2,,1853,-29.375,1.5,-0.06578604
r13i1p1f2,,1853,-28.125,1.5,-0.05466872
r13i1p1f2,,1853,-26.875,1.5,-0.033065636
r13i1p1f2,,1853,-25.625,1.5,-0.0046549146
r13i1p1f2,,1853,-24.375,1.5,0.027385509
r13i1p1f2,,1853,-23.125,1.5,0.055362146
r13i1p1f2,,1853,-21.875,1.5,0.074569374
r13i1p1f2,,1853,-20.625,1.5,0.07947633
r13i1p1f2,,1853,-19.375,1.5,0.07939144
r13i1p1f2,,1853,-18.125,1.5,0.077233635
r13i1p1f2,,1853,-16.875,1.5,0.07245868
r13i1p1f2,,1853,-15.625,1.5,0.06840447
r13i1p1f2,,1853,-14.375,1.5,0.0649182
r13i1p1f2,,1853,-13.125,1.5,0.06742262
r13i1p1f2,,1853,-11.875,1.5,0.06526855
r13i1p1f2,,1853,-10.625,1.5,0.05891642
r13i1p1f2,,1853,-9.375,1.5,0.056784224
